CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH,PENETRATION_BEFORE,PENETRATION_AFTER,PENETRATION_GROWTH
4261 - CLOTHING ACCESSORIES,SANITARY ADULT,1.29,1.31,0.0155,3.5,4.33,0.2371,1.0,1.0,0.0,28729.0,25377.0,-0.1167,28729.0,25377.0,-0.1167,7.0,13.0,0.8571,0.0005,0.0007,0.4
5512 - LADIES PANTY,SANITARY ADULT,1.14,1.08,-0.0526,61.5,49.33,-0.1979,1.08,1.04,-0.037,39366.0,37422.0,-0.0494,42474.0,39003.0,-0.0817,114.0,142.0,0.2456,0.008,0.0074,-0.075
5516 - MEN UNDERWEAR,SANITARY ADULT,1.22,1.17,-0.041,57.0,52.0,-0.0877,1.01,1.05,0.0396,55136.0,56737.0,0.029,55624.0,59402.0,0.0679,113.0,149.0,0.3186,0.008,0.0077,-0.0375
5721 - TOWEL,SANITARY ADULT,1.13,1.04,-0.0796,30.5,38.0,0.2459,1.02,1.03,0.0098,44807.0,39998.0,-0.1073,45553.0,41079.0,-0.0982,60.0,111.0,0.85,0.0042,0.0058,0.381
2211 - PEANUTS,SNACK,1.25,1.3,0.04,1779.0,1733.67,-0.0255,1.25,1.29,0.032,17612.0,18383.0,0.0438,22096.0,23636.0,0.0697,2836.0,4045.0,0.4263,0.1105,0.1225,0.1086
2212 - POTATOES,SNACK,1.44,1.4,-0.0278,6466.0,6099.0,-0.0568,1.38,1.47,0.0652,20171.0,19259.0,-0.0452,27762.0,28243.0,0.0173,9396.0,12477.0,0.3279,0.3662,0.3779,0.0319
2213 - EXTRUDED & PELLET,SNACK,1.64,1.63,-0.0061,10826.5,9839.0,-0.0912,1.5,1.61,0.0733,14244.0,14330.0,0.006,21302.0,23118.0,0.0853,14479.0,18296.0,0.2636,0.5643,0.5542,-0.0179
2214 - TRADITIONAL SNACK,SNACK,1.21,1.21,0.0,2257.5,2288.0,0.0135,1.29,1.39,0.0775,17658.0,17726.0,0.0039,22700.0,24566.0,0.0822,3512.0,4953.0,0.4103,0.1369,0.15,0.0957
2215 - CASSAVA,SNACK,1.26,1.3,0.0317,2086.0,2083.67,-0.0011,1.24,1.31,0.0565,14585.0,14749.0,0.0112,18148.0,19296.0,0.0633,3353.0,4778.0,0.425,0.1307,0.1447,0.1071
2216 - SEAWEED,SNACK,1.41,1.73,0.227,1662.0,2107.0,0.2677,1.3,1.42,0.0923,16868.0,20757.0,0.2306,21919.0,29564.0,0.3488,2558.0,4438.0,0.7349,0.0997,0.1344,0.348
2217 - CORN,SNACK,1.59,1.25,-0.2138,3161.5,2583.33,-0.1829,1.23,1.28,0.0407,18584.0,14826.0,-0.2022,22777.0,19005.0,-0.1656,5159.0,6046.0,0.1719,0.2011,0.1831,-0.0895
6228 - PROCESSED MEAT,SNACK,1.53,1.58,0.0327,504.0,503.33,-0.0013,1.2,1.27,0.0583,14684.0,14452.0,-0.0158,17579.0,18308.0,0.0415,842.0,1192.0,0.4157,0.0328,0.0361,0.1006
1511 - RICE,STAPLE NEED,1.28,1.25,-0.0234,1233.0,429.33,-0.6518,1.77,1.44,-0.1864,93132.0,92858.0,-0.0029,165226.0,133483.0,-0.1921,1390.0,896.0,-0.3554,0.2242,0.1137,-0.4929
1512 - SUGAR,STAPLE NEED,2.04,2.31,0.1324,1011.0,1071.33,0.0597,1.7,1.88,0.1059,35691.0,40137.0,0.1246,60798.0,75616.0,0.2437,1187.0,1706.0,0.4372,0.1914,0.2164,0.1306
1513 - FLOUR,STAPLE NEED,1.28,1.23,-0.0391,234.5,256.33,0.0931,1.24,1.25,0.0081,16117.0,15385.0,-0.0454,19945.0,19206.0,-0.0371,379.0,616.0,0.6253,0.0611,0.0782,0.2799
1521 - PALM COOKING OIL,STAPLE NEED,1.6,1.62,0.0125,2164.5,2583.0,0.1933,1.72,2.08,0.2093,63136.0,64081.0,0.015,108760.0,133556.0,0.228,2513.0,3718.0,0.4795,0.4053,0.4717,0.1638
1522 - OTHER COOKING OIL,STAPLE NEED,1.06,1.15,0.0849,17.0,11.33,-0.3335,1.17,1.31,0.1197,80247.0,86735.0,0.0809,94083.0,113423.0,0.2056,29.0,26.0,-0.1034,0.0047,0.0033,-0.2979
1523 - MARGARINE & BUTTER,STAPLE NEED,1.33,1.37,0.0301,363.0,422.33,0.1634,1.2,1.33,0.1083,12824.0,12363.0,-0.0359,15389.0,16385.0,0.0647,605.0,956.0,0.5802,0.0976,0.1213,0.2428
1531 - SEED & BEAN,STAPLE NEED,1.22,1.31,0.0738,23.0,17.0,-0.2609,1.21,1.16,-0.0413,15052.0,14916.0,-0.009,18221.0,17289.0,-0.0511,38.0,44.0,0.1579,0.0061,0.0056,-0.082
1532 - SUNDRIED CRACKER,STAPLE NEED,1.12,1.0,-0.1071,8.0,6.33,-0.2088,1.14,1.12,-0.0175,9800.0,8700.0,-0.1122,11200.0,9724.0,-0.1318,14.0,17.0,0.2143,0.0023,0.0022,-0.0435
1611 - POWDER JELLY,STAPLE NEED,2.01,2.02,0.005,86.5,109.33,0.2639,1.12,1.3,0.1607,12851.0,12916.0,0.0051,14436.0,16745.0,0.1599,154.0,253.0,0.6429,0.0248,0.0321,0.2944
1612 - PROCESSED PUDDING,STAPLE NEED,1.48,1.46,-0.0135,129.0,135.0,0.0465,1.19,1.23,0.0336,18383.0,18594.0,0.0115,21856.0,22959.0,0.0505,217.0,328.0,0.5115,0.035,0.0416,0.1886
1621 - ESSENCE,STAPLE NEED,1.05,1.12,0.0667,21.0,19.0,-0.0952,1.08,1.04,-0.037,10400.0,11088.0,0.0662,11200.0,11491.0,0.026,39.0,55.0,0.4103,0.0063,0.007,0.1111
1622 - COLOURING & FLAVOURING,STAPLE NEED,1.21,1.08,-0.1074,14.5,12.67,-0.1262,1.21,1.09,-0.0992,25662.0,26045.0,0.0149,31008.0,28277.0,-0.0881,24.0,35.0,0.4583,0.0039,0.0044,0.1282
1623 - BAKING POWDER,STAPLE NEED,1.25,1.19,-0.048,40.5,35.33,-0.1277,1.11,1.07,-0.036,8723.0,8508.0,-0.0246,9679.0,9109.0,-0.0589,73.0,99.0,0.3562,0.0118,0.0126,0.0678
1624 - INSTANT PROCESS FOOD,STAPLE NEED,1.08,1.1,0.0185,19.0,20.33,0.07,1.15,1.17,0.0174,18603.0,19049.0,0.024,21421.0,22346.0,0.0432,33.0,52.0,0.5758,0.0053,0.0066,0.2453
1625 - COCONUT MILK,STAPLE NEED,2.17,1.95,-0.1014,350.5,303.67,-0.1336,1.3,1.46,0.1231,15051.0,13946.0,-0.0734,19610.0,20360.0,0.0382,538.0,624.0,0.1599,0.0868,0.0792,-0.0876
1711 - MSG ( MONO SODIUM GLUTAMATE ),STAPLE NEED,1.16,1.13,-0.0259,90.0,85.0,-0.0556,1.17,1.24,0.0598,9202.0,9266.0,0.007,10755.0,11470.0,0.0665,154.0,206.0,0.3377,0.0248,0.0261,0.0524
1712 - SALT,STAPLE NEED,1.14,1.14,0.0,114.5,108.67,-0.0509,1.08,1.22,0.1296,11230.0,11254.0,0.0021,12130.0,13740.0,0.1327,212.0,267.0,0.2594,0.0342,0.0339,-0.0088
1713 - SPICES,STAPLE NEED,1.22,1.28,0.0492,43.5,48.67,0.1189,1.1,1.13,0.0273,10690.0,15116.0,0.414,11772.0,17109.0,0.4534,79.0,129.0,0.6329,0.0127,0.0164,0.2913
1714 - STOCK SOUP,STAPLE NEED,1.34,1.3,-0.0299,332.5,323.0,-0.0286,1.28,1.41,0.1016,11856.0,11398.0,-0.0386,15192.0,16031.0,0.0552,519.0,689.0,0.3276,0.0837,0.0874,0.0442
1715 - MEAL MAKER,STAPLE NEED,1.8,1.86,0.0333,272.5,191.0,-0.2991,1.19,1.25,0.0504,8879.0,8951.0,0.0081,10543.0,11223.0,0.0645,459.0,457.0,-0.0044,0.074,0.058,-0.2162
1716 - FLOUR SEASONING,STAPLE NEED,1.47,1.51,0.0272,272.5,275.0,0.0092,1.23,1.36,0.1057,11199.0,11614.0,0.0371,13809.0,15759.0,0.1412,442.0,608.0,0.3756,0.0713,0.0771,0.0813
"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",STAPLE NEED,1.1,1.08,-0.0182,29.0,26.0,-0.1034,1.09,1.2,0.1009,13181.0,12351.0,-0.063,14425.0,14822.0,0.0275,53.0,65.0,0.2264,0.0085,0.0082,-0.0353
1721 - CHILLI,STAPLE NEED,1.21,1.19,-0.0165,582.5,578.0,-0.0077,1.17,1.24,0.0598,16290.0,16077.0,-0.0131,19111.0,19870.0,0.0397,993.0,1403.0,0.4129,0.1601,0.178,0.1118
1722 - TOMATO,STAPLE NEED,1.14,1.19,0.0439,175.5,180.0,0.0256,1.13,1.18,0.0442,15366.0,14910.0,-0.0297,17398.0,17541.0,0.0082,310.0,459.0,0.4806,0.05,0.0582,0.164
1723 - SOY SAUCE,STAPLE NEED,2.12,2.17,0.0236,694.5,851.67,0.2263,1.35,1.59,0.1778,49433.0,48899.0,-0.0108,66663.0,77988.0,0.1699,1030.0,1602.0,0.5553,0.1661,0.2032,0.2234
1724 - LIQUID SAUCE & VINEGAR,STAPLE NEED,1.11,1.09,-0.018,202.5,226.33,0.1177,1.12,1.19,0.0625,17717.0,17715.0,-0.0001,19876.0,21029.0,0.058,361.0,572.0,0.5845,0.0582,0.0726,0.2474
1725 - DRESSING,STAPLE NEED,1.62,1.67,0.0309,113.5,116.0,0.022,1.1,1.2,0.0909,17418.0,16697.0,-0.0414,19193.0,20036.0,0.0439,206.0,290.0,0.4078,0.0332,0.0368,0.1084
1811 - CANNED MEAT,STAPLE NEED,1.16,1.15,-0.0086,58.5,54.33,-0.0713,1.36,1.3,-0.0441,17397.0,19489.0,0.1203,23669.0,25414.0,0.0737,86.0,125.0,0.4535,0.0139,0.0159,0.1439
1812 - CANNED SEAFOOD,STAPLE NEED,1.38,1.38,0.0,202.5,190.67,-0.0584,1.19,1.25,0.0504,21272.0,21818.0,0.0257,25413.0,27308.0,0.0746,339.0,457.0,0.3481,0.0547,0.058,0.0603
1814 - CANNED FRUIT,STAPLE NEED,1.0,1.0,0.0,0.5,0.33,-0.34,1.0,1.0,0.0,22500.0,22500.0,0.0,22500.0,22500.0,0.0,1.0,1.0,0.0,0.0002,0.0001,-0.5
1821 - DRIED MEAT,STAPLE NEED,1.22,1.13,-0.0738,23.0,27.33,0.1883,1.24,1.14,-0.0806,19909.0,18622.0,-0.0646,24751.0,21208.0,-0.1431,37.0,72.0,0.9459,0.006,0.0091,0.5167
1915 - PASTA,STAPLE NEED,2.85,2.5,-0.1228,473.0,510.67,0.0796,1.2,1.29,0.075,13004.0,11923.0,-0.0831,15592.0,15375.0,-0.0139,789.0,1188.0,0.5057,0.1272,0.1507,0.1847
1921 - INSTANT SOUP,STAPLE NEED,1.19,1.26,0.0588,15.5,18.0,0.1613,1.0,1.2,0.2,12381.0,12963.0,0.047,12381.0,15556.0,0.2564,31.0,45.0,0.4516,0.005,0.0057,0.14
1922 - INSTANT RICE,STAPLE NEED,1.0,1.86,0.86,1.5,2.33,0.5533,1.0,1.4,0.4,134167.0,73229.0,-0.4542,134167.0,102520.0,-0.2359,3.0,5.0,0.6667,0.0005,0.0006,0.2
